*Este fichero CSV incluye la información agregada por día de los casos de COVID-19 diagnosticados, hospitalizados, ingresados en UCIs y fallecidos notificados a la Red Nacional de Vigilancia Epidemiológica desde el 1 de enero de 2020 y desagregados por Comunidad Autónoma de declaración.
*No se dispone de fecha de diagnóstico para 11.528 casos, de fecha de hospitalización de 12.039 hospitalizados, de fecha de ingreso en UCI de 1.930 casos ingresados en UCI y de fecha de fallecimiento de 453 fallecidos. 
*Estos datos incluyen casos diagnosticados retrospectivamente al inicio de la epidemia.
*Los análisis realizados con los datos incluidos en este CSV pueden dar resultados marginalmente diferentes a los análisis realizados por los servicios de vigilancia de la Red Nacional de Vigilancia Epidemiológica que pueden incluir los casos con fechas faltantes imputándoles fechas estimadas alternativas y pueden utilizar para algunos análisis agregaciones temporales utilizando otras fechas asociadas a los casos (p.e.: fecha de inicio de síntomas). 
*Estos datos se actualizarán diariamente con la información recibida de las Comunidades Autónomas.

CCAA_ISO;Fecha;Casos_Diagnosticados;Hospitalizados;UCI;Fallecidos
ES-AS;30-11-2020;156;41;3;17
ES-CB;30-11-2020;104;17;2;5
ES-CE;30-11-2020;10;3;0;0
ES-CL;30-11-2020;439;74;2;22
ES-CM;30-11-2020;393;28;8;11
ES-CN;30-11-2020;105;14;0;0
ES-CT;30-11-2020;1516;57;5;21
ES-EX;30-11-2020;150;10;1;8
ES-GA;30-11-2020;308;32;3;8
ES-IB;30-11-2020;166;8;0;0
ES-MC;30-11-2020;179;17;4;3
ES-MD;30-11-2020;1246;72;3;18
ES-ML;30-11-2020;24;1;0;0
ES-NC;30-11-2020;78;6;1;4
ES-PV;30-11-2020;215;14;0;9
ES-RI;30-11-2020;38;7;0;2
ES-VC;30-11-2020;763;85;8;13
ES-AN;01-12-2020;1438;142;7;38
ES-AR;01-12-2020;361;30;7;12
ES-AS;01-12-2020;247;42;4;16
ES-CB;01-12-2020;198;15;2;3
ES-CE;01-12-2020;14;2;0;1
ES-CL;01-12-2020;562;67;4;19
ES-CM;01-12-2020;495;22;1;6
ES-CN;01-12-2020;188;13;0;1
ES-CT;01-12-2020;1454;49;3;18
ES-EX;01-12-2020;170;10;0;6
ES-GA;01-12-2020;375;31;1;7
ES-IB;01-12-2020;213;7;1;0
ES-MC;01-12-2020;248;12;2;7
ES-MD;01-12-2020;1530;44;0;12
ES-ML;01-12-2020;22;2;1;1
ES-NC;01-12-2020;77;7;0;2
ES-PV;01-12-2020;370;7;1;20
ES-RI;01-12-2020;86;15;1;3
ES-VC;01-12-2020;1168;86;4;22
ES-AN;02-12-2020;1321;99;7;36
ES-AR;02-12-2020;298;34;1;5
ES-AS;02-12-2020;229;38;3;20
ES-CB;02-12-2020;119;16;4;1
ES-CE;02-12-2020;9;0;0;0
ES-CL;02-12-2020;382;67;4;28
ES-CM;02-12-2020;516;25;1;4
ES-CN;02-12-2020;215;13;0;0
ES-CT;02-12-2020;1387;54;1;16
ES-EX;02-12-2020;175;6;1;8
ES-GA;02-12-2020;348;33;4;6
ES-IB;02-12-2020;225;11;2;3
ES-MC;02-12-2020;224;14;4;3
ES-MD;02-12-2020;1381;40;0;13
ES-ML;02-12-2020;31;1;0;1
ES-NC;02-12-2020;119;5;0;6
ES-PV;02-12-2020;365;6;3;11
ES-RI;02-12-2020;46;9;0;4
ES-VC;02-12-2020;1134;68;10;19
ES-AN;03-12-2020;1179;116;8;39
ES-AR;03-12-2020;251;22;2;4
ES-AS;03-12-2020;233;36;0;19
ES-CB;03-12-2020;151;15;3;3
ES-CE;03-12-2020;9;1;0;0
ES-CL;03-12-2020;459;63;1;24
ES-CM;03-12-2020;462;18;2;4
ES-CN;03-12-2020;155;16;4;0
ES-CT;03-12-2020;1201;44;3;23
ES-EX;03-12-2020;160;8;0;6
ES-GA;03-12-2020;353;37;6;9
ES-IB;03-12-2020;273;4;3;0
ES-MC;03-12-2020;154;11;0;2
ES-MD;03-12-2020;1281;43;3;12
ES-ML;03-12-2020;9;2;0;0
ES-NC;03-12-2020;82;6;0;3
ES-PV;03-12-2020;315;5;0;15
ES-RI;03-12-2020;42;5;2;1
ES-VC;03-12-2020;1055;84;3;16
ES-AN;04-12-2020;1236;71;5;27
ES-AR;04-12-2020;228;40;2;23
ES-AS;04-12-2020;198;31;0;15
ES-CB;04-12-2020;128;10;2;0
ES-CE;04-12-2020;3;0;0;0
ES-CL;04-12-2020;453;52;2;34
ES-CM;04-12-2020;543;23;1;10
ES-CN;04-12-2020;224;15;0;2
ES-CT;04-12-2020;1205;51;1;10
ES-EX;04-12-2020;137;7;1;7
ES-GA;04-12-2020;329;29;3;5
ES-IB;04-12-2020;237;8;0;1
ES-MC;04-12-2020;220;22;4;5
ES-MD;04-12-2020;1403;54;1;8
ES-ML;04-12-2020;18;1;0;0
ES-NC;04-12-2020;107;5;1;4
ES-PV;04-12-2020;245;3;2;15
ES-RI;04-12-2020;55;4;1;3
ES-VC;04-12-2020;1147;71;4;17
ES-AN;05-12-2020;791;71;7;25
ES-AR;05-12-2020;165;19;2;12
ES-AS;05-12-2020;230;15;0;14
ES-CB;05-12-2020;128;9;0;4
ES-CE;05-12-2020;16;1;0;0
ES-CL;05-12-2020;216;37;1;23
ES-CM;05-12-2020;242;17;1;4
ES-CN;05-12-2020;190;8;0;1
ES-CT;05-12-2020;490;30;1;8
ES-EX;05-12-2020;105;14;0;1
ES-GA;05-12-2020;315;25;1;5
ES-IB;05-12-2020;174;6;0;0
ES-MC;05-12-2020;170;10;1;7
ES-MD;05-12-2020;366;29;1;18
ES-ML;05-12-2020;3;1;0;0
ES-NC;05-12-2020;72;7;1;2
ES-PV;05-12-2020;301;8;0;15
ES-RI;05-12-2020;49;6;1;3
ES-VC;05-12-2020;755;42;3;8
ES-AN;06-12-2020;424;59;3;27
ES-AR;06-12-2020;119;33;3;10
ES-AS;06-12-2020;117;14;5;6
ES-CB;06-12-2020;58;8;1;3
ES-CE;06-12-2020;8;1;0;0
ES-CL;06-12-2020;205;41;2;21
ES-CM;06-12-2020;104;14;0;11
ES-CN;06-12-2020;92;14;2;1
ES-CT;06-12-2020;351;23;1;18
ES-EX;06-12-2020;80;9;0;4
ES-GA;06-12-2020;239;18;1;4
ES-IB;06-12-2020;190;10;0;1
ES-MC;06-12-2020;23;9;2;4
ES-MD;06-12-2020;317;34;0;8
ES-ML;06-12-2020;6;3;0;0
ES-NC;06-12-2020;85;9;2;6
ES-PV;06-12-2020;208;1;0;13
ES-RI;06-12-2020;48;2;1;3
ES-VC;06-12-2020;461;46;7;11
ES-AN;07-12-2020;458;54;6;19
ES-AR;07-12-2020;130;28;2;10
ES-AS;07-12-2020;103;14;2;16
ES-CB;07-12-2020;73;12;1;3
ES-CE;07-12-2020;0;1;0;0
ES-CL;07-12-2020;194;42;0;19
ES-CM;07-12-2020;329;30;0;17
ES-CN;07-12-2020;174;14;2;3
ES-CT;07-12-2020;1454;44;6;6
ES-EX;07-12-2020;81;7;3;2
ES-GA;07-12-2020;271;38;4;5
ES-IB;07-12-2020;195;9;1;1
ES-MC;07-12-2020;110;14;2;6
ES-MD;07-12-2020;508;42;0;15
ES-ML;07-12-2020;9;0;0;0
ES-NC;07-12-2020;66;8;0;1
ES-PV;07-12-2020;179;0;0;18
ES-RI;07-12-2020;14;4;0;1
ES-VC;07-12-2020;636;67;4;10
ES-AN;08-12-2020;390;64;4;23
ES-AR;08-12-2020;109;26;2;7
ES-AS;08-12-2020;108;25;1;12
ES-CB;08-12-2020;88;8;1;2
ES-CL;08-12-2020;167;46;7;20
ES-CM;08-12-2020;283;19;1;7
ES-CN;08-12-2020;106;18;1;1
ES-CT;08-12-2020;428;34;3;5
ES-EX;08-12-2020;77;7;2;3
ES-GA;08-12-2020;351;33;4;9
ES-IB;08-12-2020;224;18;3;0
ES-MC;08-12-2020;61;11;2;5
ES-MD;08-12-2020;435;32;0;4
ES-ML;08-12-2020;7;5;0;0
ES-NC;08-12-2020;89;6;1;0
ES-PV;08-12-2020;357;3;0;14
ES-RI;08-12-2020;56;6;0;1
ES-VC;08-12-2020;537;64;6;18
ES-AN;09-12-2020;889;61;6;23
ES-AR;09-12-2020;186;35;2;21
ES-AS;09-12-2020;130;24;3;17
ES-CB;09-12-2020;43;16;3;2
ES-CE;09-12-2020;13;2;0;0
ES-CL;09-12-2020;351;46;4;20
ES-CM;09-12-2020;439;25;2;6
ES-CN;09-12-2020;197;22;1;0
ES-CT;09-12-2020;1861;54;5;14
ES-EX;09-12-2020;148;11;0;4
ES-GA;09-12-2020;270;22;3;7
ES-IB;09-12-2020;310;13;3;1
ES-MC;09-12-2020;216;15;2;6
ES-MD;09-12-2020;1768;59;0;15
ES-ML;09-12-2020;26;2;0;0
ES-NC;09-12-2020;92;6;0;3
ES-PV;09-12-2020;208;5;0;12
ES-RI;09-12-2020;29;3;0;1
ES-VC;09-12-2020;921;91;4;24
ES-AN;10-12-2020;1287;55;4;14
ES-AR;10-12-2020;314;28;1;11
ES-AS;10-12-2020;131;21;2;15
ES-CB;10-12-2020;106;10;2;1
ES-CE;10-12-2020;11;0;0;0
ES-CL;10-12-2020;498;39;2;15
ES-CM;10-12-2020;578;22;3;11
ES-CN;10-12-2020;238;10;0;4
ES-CT;10-12-2020;1717;44;2;17
ES-EX;10-12-2020;183;7;0;4
ES-GA;10-12-2020;403;39;4;6
ES-IB;10-12-2020;334;25;2;1
ES-MC;10-12-2020;224;15;4;5
ES-MD;10-12-2020;2151;40;0;12
ES-ML;10-12-2020;25;0;0;0
ES-NC;10-12-2020;113;12;0;2
ES-PV;10-12-2020;356;5;0;17
ES-RI;10-12-2020;56;5;0;0
ES-VC;10-12-2020;1590;85;6;14
ES-AN;11-12-2020;1354;69;2;20
ES-AR;11-12-2020;296;36;1;11
ES-AS;11-12-2020;177;23;0;14
ES-CB;11-12-2020;75;14;1;2
ES-CE;11-12-2020;16;2;0;0
ES-CL;11-12-2020;416;40;3;17
ES-CM;11-12-2020;582;25;3;22
ES-CN;11-12-2020;193;24;1;3
ES-CT;11-12-2020;1809;33;1;8
ES-EX;11-12-2020;212;12;0;3
ES-GA;11-12-2020;356;33;5;3
ES-IB;11-12-2020;331;9;1;0
ES-MC;11-12-2020;257;9;2;6
ES-MD;11-12-2020;2549;52;0;16
ES-ML;11-12-2020;13;0;0;0
ES-NC;11-12-2020;105;16;1;3
ES-PV;11-12-2020;389;6;0;11
ES-RI;11-12-2020;90;9;2;0
ES-VC;11-12-2020;1686;77;6;22
ES-AN;12-12-2020;820;60;4;20
ES-AR;12-12-2020;192;20;1;8
ES-AS;12-12-2020;96;13;1;8
ES-CB;12-12-2020;55;16;1;2
ES-CE;12-12-2020;6;1;1;0
ES-CL;12-12-2020;230;37;1;16
ES-CM;12-12-2020;330;22;3;11
ES-CN;12-12-2020;334;29;0;1
ES-CT;12-12-2020;763;33;2;9
ES-EX;12-12-2020;150;2;1;3
ES-GA;12-12-2020;389;30;5;3
ES-IB;12-12-2020;364;13;0;0
ES-MC;12-12-2020;159;11;1;4
ES-MD;12-12-2020;606;21;0;15
ES-ML;12-12-2020;6;1;0;0
ES-NC;12-12-2020;96;3;1;3
ES-PV;12-12-2020;298;5;1;17
ES-RI;12-12-2020;36;5;0;2
ES-VC;12-12-2020;1357;70;8;16
ES-AN;13-12-2020;410;41;4;17
ES-AR;13-12-2020;141;15;2;13
ES-AS;13-12-2020;143;14;0;4
ES-CB;13-12-2020;81;12;2;1
ES-CE;13-12-2020;2;0;0;0
ES-CL;13-12-2020;137;29;1;16
ES-CM;13-12-2020;232;26;2;5
ES-CN;13-12-2020;132;5;1;3
ES-CT;13-12-2020;598;31;1;10
ES-EX;13-12-2020;130;9;0;3
ES-GA;13-12-2020;322;31;4;6
ES-IB;13-12-2020;217;17;2;0
ES-MC;13-12-2020;80;14;1;1
ES-MD;13-12-2020;472;33;0;5
ES-ML;13-12-2020;1;0;0;0
ES-NC;13-12-2020;68;4;1;4
ES-PV;13-12-2020;208;1;0;16
ES-RI;13-12-2020;28;2;0;1
ES-VC;13-12-2020;669;69;3;21
ES-AN;14-12-2020;907;69;5;21
ES-AR;14-12-2020;198;31;1;8
ES-AS;14-12-2020;126;16;2;13
ES-CB;14-12-2020;71;5;1;6
ES-CE;14-12-2020;16;0;0;0
ES-CL;14-12-2020;303;43;4;18
ES-CM;14-12-2020;470;33;0;7
ES-CN;14-12-2020;124;17;0;1
ES-CT;14-12-2020;2222;41;2;6
ES-EX;14-12-2020;277;16;2;0
ES-GA;14-12-2020;301;38;3;3
ES-IB;14-12-2020;389;21;4;1
ES-MC;14-12-2020;209;15;4;6
ES-MD;14-12-2020;1990;50;1;10
ES-ML;14-12-2020;26;1;0;0
ES-NC;14-12-2020;108;11;0;3
ES-PV;14-12-2020;196;2;0;19
ES-RI;14-12-2020;40;7;0;0
ES-VC;14-12-2020;1393;104;5;12
ES-AN;15-12-2020;1339;73;3;13
ES-AR;15-12-2020;264;27;5;10
ES-AS;15-12-2020;117;22;0;8
ES-CB;15-12-2020;84;10;0;4
ES-CE;15-12-2020;7;1;0;0
ES-CL;15-12-2020;424;42;2;19
ES-CM;15-12-2020;642;24;3;17
ES-CN;15-12-2020;313;20;0;5
ES-CT;15-12-2020;2185;43;3;9
ES-EX;15-12-2020;344;8;0;2
ES-GA;15-12-2020;431;25;2;5
ES-IB;15-12-2020;492;14;1;5
ES-MC;15-12-2020;184;18;0;3
ES-MD;15-12-2020;2419;45;0;16
ES-ML;15-12-2020;32;1;0;0
ES-NC;15-12-2020;96;7;2;1
ES-PV;15-12-2020;404;2;0;8
ES-RI;15-12-2020;53;2;0;0
ES-VC;15-12-2020;1776;78;5;20
ES-AN;16-12-2020;1147;52;4;12
ES-AR;16-12-2020;221;24;2;6
ES-AS;16-12-2020;94;16;1;10
ES-CB;16-12-2020;76;9;0;4
ES-CE;16-12-2020;6;2;0;0
ES-CL;16-12-2020;342;37;0;13
ES-CM;16-12-2020;639;19;4;9
ES-CN;16-12-2020;228;19;0;4
ES-CT;16-12-2020;2012;34;0;6
ES-EX;16-12-2020;340;20;1;3
ES-GA;16-12-2020;444;40;6;4
ES-IB;16-12-2020;580;18;1;3
ES-MC;16-12-2020;211;13;2;4
ES-MD;16-12-2020;2365;41;0;5
ES-ML;16-12-2020;21;2;1;0
ES-NC;16-12-2020;126;10;0;0
ES-PV;16-12-2020;218;2;0;14
ES-RI;16-12-2020;50;5;0;0
ES-VC;16-12-2020;1976;95;3;12
ES-AN;17-12-2020;1078;67;4;20
ES-AR;17-12-2020;177;34;2;12
ES-AS;17-12-2020;92;14;0;11
ES-CB;17-12-2020;75;8;2;3
ES-CE;17-12-2020;7;0;0;0
ES-CL;17-12-2020;296;38;2;13
ES-CM;17-12-2020;547;13;4;10
ES-CN;17-12-2020;284;12;0;3
ES-CT;17-12-2020;1975;37;2;3
ES-EX;17-12-2020;295;17;0;1
ES-GA;17-12-2020;422;31;8;4
ES-IB;17-12-2020;542;18;2;2
ES-MC;17-12-2020;194;18;0;2
ES-MD;17-12-2020;2095;34;0;19
ES-ML;17-12-2020;27;2;0;0
ES-NC;17-12-2020;65;10;1;3
ES-PV;17-12-2020;315;0;0;13
ES-RI;17-12-2020;76;4;0;2
ES-VC;17-12-2020;1674;69;4;14
ES-AN;18-12-2020;1150;46;3;20
ES-AR;18-12-2020;234;33;3;10
ES-AS;18-12-2020;96;9;0;6
ES-CB;18-12-2020;71;5;1;0
ES-CE;18-12-2020;3;0;1;0
ES-CL;18-12-2020;325;35;1;12
ES-CM;18-12-2020;695;17;0;9
ES-CN;18-12-2020;211;13;0;4
ES-CT;18-12-2020;2203;29;2;8
ES-EX;18-12-2020;380;14;0;3
ES-GA;18-12-2020;403;21;0;2
ES-IB;18-12-2020;584;22;2;1
ES-MC;18-12-2020;208;14;2;4
ES-MD;18-12-2020;2480;32;0;2
ES-ML;18-12-2020;3;1;0;0
ES-NC;18-12-2020;99;6;0;7
ES-PV;18-12-2020;259;0;0;14
ES-RI;18-12-2020;51;2;0;0
ES-VC;18-12-2020;1987;84;6;11
ES-AN;19-12-2020;658;39;2;8
ES-AR;19-12-2020;175;19;0;6
ES-AS;19-12-2020;61;4;1;2
ES-CB;19-12-2020;32;4;0;0
ES-CE;19-12-2020;1;0;0;1
ES-CL;19-12-2020;190;28;3;6
ES-CM;19-12-2020;345;14;0;6
ES-CN;19-12-2020;248;11;0;2
ES-CT;19-12-2020;1002;24;0;8
ES-EX;19-12-2020;241;12;1;1
ES-GA;19-12-2020;274;17;1;2
ES-IB;19-12-2020;425;12;1;4
ES-MC;19-12-2020;149;6;1;2
ES-MD;19-12-2020;729;23;2;5
ES-ML;19-12-2020;4;0;0;0
ES-NC;19-12-2020;71;4;2;6
ES-PV;19-12-2020;171;0;0;11
ES-RI;19-12-2020;88;4;0;1
ES-VC;19-12-2020;1462;64;4;16
ES-AN;20-12-2020;317;28;1;14
ES-AR;20-12-2020;100;11;0;2
ES-AS;20-12-2020;71;9;1;9
ES-CB;20-12-2020;51;5;2;1
ES-CE;20-12-2020;2;0;0;0
ES-CL;20-12-2020;84;14;0;10
ES-CM;20-12-2020;193;12;0;7
ES-CN;20-12-2020;122;11;0;6
ES-CT;20-12-2020;690;29;0;11
ES-EX;20-12-2020;183;7;1;3
ES-GA;20-12-2020;273;21;3;6
ES-IB;20-12-2020;353;29;1;1
ES-MC;20-12-2020;30;16;1;3
ES-MD;20-12-2020;536;24;1;4
ES-ML;20-12-2020;3;1;0;0
ES-NC;20-12-2020;57;1;0;1
ES-PV;20-12-2020;156;0;0;8
ES-RI;20-12-2020;28;6;0;1
ES-VC;20-12-2020;699;61;4;17
ES-AN;21-12-2020;845;56;2;19
ES-AR;21-12-2020;164;25;1;10
ES-AS;21-12-2020;74;15;1;4
ES-CB;21-12-2020;62;7;2;1
ES-CE;21-12-2020;4;3;0;0
ES-CL;21-12-2020;218;31;0;10
ES-CM;21-12-2020;492;11;1;6
ES-CN;21-12-2020;145;12;0;3
ES-CT;21-12-2020;2660;20;0;6
ES-EX;21-12-2020;369;17;1;1
ES-GA;21-12-2020;234;35;2;3
ES-IB;21-12-2020;450;24;1;3
ES-MC;21-12-2020;179;15;1;3
ES-MD;21-12-2020;2180;36;1;3
ES-ML;21-12-2020;11;0;0;0
ES-NC;21-12-2020;80;4;1;0
ES-PV;21-12-2020;155;0;0;0
ES-RI;21-12-2020;26;0;0;0
ES-VC;21-12-2020;1218;101;7;11
ES-AN;22-12-2020;1007;47;1;13
ES-AR;22-12-2020;208;17;0;12
ES-AS;22-12-2020;99;12;0;8
ES-CB;22-12-2020;60;3;0;1
ES-CE;22-12-2020;9;0;0;1
ES-CL;22-12-2020;306;25;0;5
ES-CM;22-12-2020;548;5;1;7
ES-CN;22-12-2020;236;10;0;4
ES-CT;22-12-2020;2489;18;2;3
ES-EX;22-12-2020;375;21;0;4
ES-GA;22-12-2020;372;29;5;2
ES-IB;22-12-2020;275;15;2;1
ES-MC;22-12-2020;99;5;1;0
ES-MD;22-12-2020;2460;23;0;2
ES-ML;22-12-2020;19;0;0;0
ES-NC;22-12-2020;72;7;1;2
ES-PV;22-12-2020;264;0;0;0
ES-RI;22-12-2020;69;4;0;2
ES-VC;22-12-2020;1048;66;8;17
ES-AN;23-12-2020;296;9;2;4
ES-AR;23-12-2020;136;0;0;1
ES-AS;23-12-2020;95;7;1;3
ES-CB;23-12-2020;74;6;1;0
ES-CE;23-12-2020;5;0;0;0
ES-CL;23-12-2020;276;8;0;2
ES-CM;23-12-2020;223;0;1;1
ES-CN;23-12-2020;1;1;0;0
ES-CT;23-12-2020;1595;3;0;0
ES-EX;23-12-2020;490;8;1;2
ES-GA;23-12-2020;486;30;5;3
ES-IB;23-12-2020;117;1;0;0
ES-MD;23-12-2020;2070;17;0;1
ES-NC;23-12-2020;124;5;2;3
ES-PV;23-12-2020;219;0;0;0
ES-RI;23-12-2020;83;2;0;0
ES-VC;23-12-2020;291;40;3;6
